# Metrics
timestamp,generation,best_fitness,average_fitness,diversity,complexity,selection_strategy,crossover_strategy,mutation_strategy,local_search_algorithm
2025-01-23 10:45:09,1,22983316.8913,inf,0.3181,12.1600,tournament,uniform,subtree,
2025-01-23 10:45:10,11,22150551.4067,inf,0.1837,10.3400,tournament,uniform,subtree,

# Algorithm strategies track
timestamp,message
2025-01-23 10:45:09,Processing Problem 8
2025-01-23 10:45:09,Initializing Genetic Programming.
2025-01-23 10:45:09,Selection strategy changed from elitist to tournament | Reason: Low diversity detected
2025-01-23 10:45:09,Crossover strategy changed from one_point to uniform | Reason: Low diversity (<0.5)
2025-01-23 10:45:09,Mutation strategy changed from simple to subtree | Reason: Low diversity (<3)
2025-01-23 10:45:09,Local_search strategy changed from simulated_annealing to tabu_search | Reason: Low diversity (<3)
2025-01-23 10:45:09,Generation 1/20 - Best Fitness: 22983316.8913
2025-01-23 10:45:09,"Active strategies in Generation 1: selection=elitist, crossover=one_point, mutation=simple, local_search=simulated_annealing"
2025-01-23 10:45:09,"Active strategies in Generation 2: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:09,"Active strategies in Generation 3: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:09,"Active strategies in Generation 4: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:09,"Active strategies in Generation 5: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:09,"Active strategies in Generation 6: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:09,"Active strategies in Generation 7: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:10,"Active strategies in Generation 8: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:10,"Active strategies in Generation 9: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:10,"Active strategies in Generation 10: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:10,Generation 11/20 - Best Fitness: 22150551.4067
2025-01-23 10:45:10,"Active strategies in Generation 11: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:10,"Active strategies in Generation 12: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:10,"Active strategies in Generation 13: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:10,"Active strategies in Generation 14: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:10,Selection strategy changed from tournament to roulette | Reason: Stagnation detected
2025-01-23 10:45:10,Mutation strategy changed from subtree to diversity | Reason: Detected stagnation (no improvement for 7 generations)
2025-01-23 10:45:10,Crossover strategy changed from uniform to subtree | Reason: Stagnation detected
2025-01-23 10:45:11,"Active strategies in Generation 15: selection=tournament, crossover=uniform, mutation=subtree, local_search=tabu_search"
2025-01-23 10:45:13,"Active strategies in Generation 16: selection=roulette, crossover=subtree, mutation=diversity, local_search=tabu_search"
2025-01-23 10:45:15,Local_search strategy changed from tabu_search to hill_climb | Reason: High complexity (>15)
2025-01-23 10:45:15,"Active strategies in Generation 17: selection=roulette, crossover=subtree, mutation=diversity, local_search=tabu_search"
2025-01-23 10:45:16,Local_search strategy changed from hill_climb to tabu_search | Reason: Low diversity (<3)
2025-01-23 10:45:16,"Active strategies in Generation 18: selection=roulette, crossover=subtree, mutation=diversity, local_search=hill_climb"
2025-01-23 10:45:18,"Active strategies in Generation 19: selection=roulette, crossover=subtree, mutation=diversity, local_search=tabu_search"
2025-01-23 10:45:18,Selection strategy changed from roulette to tournament | Reason: Low diversity detected
2025-01-23 10:45:18,Mutation strategy changed from diversity to subtree | Reason: Low diversity (<3)
2025-01-23 10:45:18,Crossover strategy changed from subtree to uniform | Reason: Low diversity (<0.5)
2025-01-23 10:45:19,"Active strategies in Generation 20: selection=roulette, crossover=subtree, mutation=diversity, local_search=tabu_search"
2025-01-23 10:45:19,"
==================== Experiment Summary ====================
--- Experiment Configuration ---
Population Size: 50
Max Depth: 5
Max Generations: 20
Mutation Rate: 0.6
Crossover Rate: 0.3
Elitism: 5

--- Experiment Status ---
Experiment started at 2025-01-23 10:45:09
Experiment finished at 2025-01-23 10:45:19
Duration: 10.12 seconds
Status: Succeeded
Reason: Max generations reached

--- Experiment Statistics ---
Final Diversity: 0.1675 (Low)
Final Complexity: 14.3600 (High)
Total Generations: 20
Generations Without Improvement: 0 (0.0%)
Best Fitness Achieved: 21999005.4088 (Bad)
Best Expression: np.negative(np.abs(np.negative(np.subtract(np.negative(np.multiply(np.multiply(np.log2(np.log(x[5])), x[1]), np.minimum(x[5], -0.9044879550263116))), np.add(x[5], 0.3132668919881396)))))

--- Strategy Usage ---
Selection Strategies: {'elitist': 1, 'tournament': 16, 'roulette': 6}
Crossover Strategies: {'one_point': 1, 'uniform': 16, 'subtree': 6}
Mutation Strategies: {'simple': 1, 'subtree': 16, 'diversity': 6}
Local Search Algorithms: {'simulated_annealing': 1, 'tabu_search': 20, 'hill_climb': 2}
"
